#{"t_start": 1719057381.053993, "env_id": "LunarLander-v2"}
r,l,t
-126.621867,239,134.978352
-7.908739,1000,135.257187
-12.408594,220,135.319256
167.1017,582,135.48582
90.15298,850,135.735076
-213.149967,542,135.896327
-167.089083,542,136.051333
-122.873075,1000,136.331337
1.472984,217,136.406266
-187.06862,579,136.569783
228.610793,467,136.703435
-150.292454,538,136.856113
-131.969953,1000,137.176909
-181.147025,590,137.340819
-120.709988,128,137.378643
-173.364779,570,137.537938
-178.573216,569,137.699955
229.949799,350,137.819374
-208.37205,998,138.103966
-122.907945,211,138.161572
-109.812735,230,138.223179
238.065118,601,138.412145
200.768398,400,138.533054
-187.402419,705,138.733076
-142.034657,443,138.859743
-117.637958,205,138.924217
-136.019571,877,139.20198
-196.516382,867,139.471029
-224.358984,887,139.732754
-112.062421,179,139.787515
-177.021332,514,139.961902
-221.929048,712,140.159618
-201.509901,571,140.321138
-230.295224,732,140.538824
-158.791217,571,140.701821
-96.549859,1000,140.980858
251.310596,417,141.105902
270.263839,449,141.251356
282.369477,291,141.344297
-180.256678,483,141.481027
-132.46294,476,141.612097
-122.789393,203,141.666703
280.882848,339,141.762044
-208.955156,698,141.955504
-162.861286,369,142.053102
-190.54489,392,142.174581
-106.642862,127,142.211161
214.655884,893,142.485578
-104.185363,1000,142.763301
-74.802109,294,142.849272
-229.01773,957,143.15118
-107.366671,126,143.191188
-183.69441,688,143.393459
291.466353,368,143.546775
-188.07986,512,143.740859
-154.947334,492,143.951648
-125.750125,180,144.008596
-106.180045,1000,144.340133
275.150489,442,144.492927
-275.480048,918,144.778949
-141.392301,518,144.924738
272.877573,325,145.031144
109.495037,1000,145.343884
-125.996203,1000,145.673193
-118.083932,123,145.707372
-111.198842,159,145.750023
-116.532684,364,145.857117
268.608618,359,145.970168
-156.022278,510,146.127697
-263.625138,801,146.366549
-85.593783,1000,146.666487
-93.340496,1000,146.952967
-99.203314,1000,147.263499
286.350892,417,147.413249
-124.537752,1000,147.694306
-156.69018,1000,147.974972
239.942863,334,148.072713
275.874135,363,148.183835
-91.389748,1000,148.48571
238.133305,544,148.641747
-97.677483,1000,148.961234
-125.748791,1000,149.263487
-156.308654,410,149.376306
-113.314945,1000,149.651643
254.741269,704,149.849149
-126.286471,1000,150.125482
-126.13097,1000,150.430539
-70.438664,1000,150.720494
-133.569352,1000,151.008386
-97.443639,1000,151.284063
269.484123,298,151.410344
-80.576677,1000,151.711218
-108.183615,1000,152.031643
-8.10155,214,152.100598
-156.135714,453,152.232053
-191.355363,638,152.450969
-114.544045,1000,152.733291
-161.042717,451,152.86113
-40.334773,201,152.922382
-44.906379,250,152.997545
-246.352873,995,153.294918
-127.17226,161,153.34091
-119.442874,1000,153.634178
-223.631568,820,153.888275
280.654658,309,153.976113
245.666795,377,154.080791
273.545574,388,154.218186
-158.343413,422,154.339301
-153.224874,487,154.485342
-223.726792,795,154.719421
-112.28253,1000,155.001243
-234.005092,926,155.262472
-56.762655,1000,155.580955
-103.188221,1000,155.868213
272.447228,291,155.967345
-101.718345,1000,156.271591
267.749168,326,156.370399
-113.684871,1000,156.691834
-32.450065,279,156.779503
-74.290541,1000,157.073415
-100.605057,1000,157.358203
-113.417365,1000,157.68928
-134.567723,417,157.809433
-78.438486,1000,158.092451
-106.45429,1000,158.384132
-139.128055,1000,158.684099
-108.854449,1000,158.981279
-136.539267,1000,159.255784
253.615902,426,159.400225
279.902346,367,159.532807
-77.893069,1000,159.850222
228.364315,551,160.025242
-90.188493,1000,160.319314
249.273521,745,160.569187
-78.910119,1000,160.870511
-138.171995,1000,161.174201
-108.883884,1000,161.456596
-137.721209,1000,161.7431
-46.310127,254,161.818924
-59.408641,239,161.888261
227.562174,614,162.073849
-120.104093,1000,162.363834
-84.085463,1000,162.671741
-105.398992,1000,162.955641
-88.358389,1000,163.241047
-117.077975,1000,163.523033
-68.273782,1000,163.805408
-89.459919,1000,164.075721
-47.578487,1000,164.351401
281.62315,471,164.48961
-112.077776,1000,164.779427
-76.09424,1000,165.048577
241.519908,397,165.1575
-117.424468,1000,165.476139
263.704957,410,165.589087
-82.304363,1000,165.905338
256.022565,417,166.025815
-100.615837,1000,166.310296
-127.445953,1000,166.630126
-78.395546,1000,166.933634
-107.063752,1000,167.251633
-115.48322,1000,167.554516
164.081557,591,167.72712
-61.165748,1000,168.008232
-83.824996,1000,168.294798
265.484339,391,168.441766
-50.38295,223,168.516317
-78.887098,1000,168.818128
251.935434,301,169.281069
-123.54575,1000,169.599141
242.087524,427,169.734166
-102.886709,1000,170.031462
-125.669218,1000,170.308142
-105.155224,1000,170.593799
259.845333,373,170.704304
-95.298156,1000,170.980175
-126.090968,1000,171.268346
-94.953306,1000,171.624922
-82.702092,1000,171.921357
-105.902958,1000,172.200246
-26.482162,234,172.264654
-88.06586,1000,172.575326
-47.40624,1000,172.861785
-68.660224,1000,173.144032
248.080362,341,173.245602
-88.024778,1000,173.540243
-111.512763,1000,173.829796
180.689625,805,174.054983
-98.572016,1000,174.338659
-92.031638,1000,174.627447
-84.693999,1000,174.919253
-93.409659,1000,175.208428
220.952783,553,175.361966
-106.943906,1000,175.674264
-60.19183,1000,175.952756
-85.453828,1000,176.235278
-121.237811,1000,176.528749
-71.847052,1000,176.854805
-86.325335,1000,177.182298
-143.752084,1000,177.492515
-61.931409,1000,177.766996
-52.109991,1000,178.072296
-65.424155,1000,178.350264
-71.689476,1000,178.651177
-97.932943,1000,178.940458
225.113266,634,179.116867
-99.06024,1000,179.424173
229.38266,486,179.559352
215.143605,622,179.736268
-34.879953,1000,180.016946
-96.045886,1000,180.305233
-92.560106,1000,180.597444
-47.282888,1000,180.882211
-86.68021,1000,181.219033
-44.568627,1000,181.522065
235.290432,588,181.682598
-58.84171,1000,181.950116
-74.406328,504,182.089224
-56.791414,1000,182.382788
-31.814829,1000,182.670501
-38.731488,1000,182.993312
-66.724448,1000,183.267975
-78.979775,1000,183.561888
-48.3075,1000,183.846192
-122.188238,1000,184.128859
-65.325226,1000,184.475958
-62.52426,1000,184.762076
-71.392146,1000,185.176815
-38.168904,1000,185.458516
-20.613417,1000,185.739448
253.289197,529,185.893109
-21.896466,1000,186.206561
264.325376,648,186.409563
-72.016275,1000,186.689032
230.261681,518,186.831211
-91.740244,1000,187.114843
256.293714,523,187.27868
-18.326934,1000,187.56785
-28.550675,1000,187.841482
-64.589877,1000,188.11209
-53.125812,1000,188.385442
-59.165914,1000,188.673977
-34.415008,1000,188.95713
-70.804095,1000,189.230705
-78.283847,1000,189.506483
-78.674946,1000,189.786731
-66.531826,1000,190.106163
-23.485779,1000,190.421264
-67.602864,1000,190.701973
-64.853935,1000,190.975568
-55.700594,1000,191.263869
-31.827515,1000,191.564255
-82.879689,1000,191.876
-68.549841,1000,192.192522
-40.376071,1000,192.48393
-86.617538,1000,192.760235
221.525212,715,192.95465
189.821364,748,193.159117
-50.688742,1000,193.447138
-17.057027,1000,193.746485
-55.078795,1000,194.026927
-63.266552,1000,194.305551
-12.20372,1000,194.619271
-57.870929,1000,194.924781
-40.53383,1000,195.213839
-42.319718,1000,195.495035
-24.886469,1000,195.76652
-91.752956,1000,196.052301
-35.492755,1000,196.373542
-69.250873,1000,196.66281
-54.111297,1000,196.939931
-26.916655,1000,197.217748
-27.267055,1000,197.502761
-81.846535,1000,197.780835
29.374578,1000,198.071503
-46.817492,1000,198.384991
-52.614228,1000,198.680099
-26.798123,1000,198.957897
-12.02061,1000,199.22911
-60.401706,1000,199.56979
-45.384019,1000,199.85595
-38.130245,1000,200.142627
-50.93489,1000,200.454986
-35.56142,1000,200.749045
-60.542266,1000,201.043014
-72.544455,1000,201.322953
-53.673634,1000,201.61255
-37.596882,1000,201.88274
12.029078,1000,202.160197
-28.896594,1000,202.513011
-29.550896,1000,202.894327
-24.851898,1000,203.293919
-4.894005,1000,203.588294
3.849586,1000,203.928607
14.726992,1000,204.233876
-50.343866,1000,204.533219
-49.714359,1000,204.819628
-11.992811,1000,205.104598
-35.102028,1000,205.406068
-33.876618,1000,205.691384
167.41928,920,205.98842
-62.834,1000,206.291035
-49.769955,1000,206.591042
-37.178708,1000,206.881298
-7.948457,1000,207.177027
-38.018193,1000,207.568141
24.380315,1000,207.855886
202.205,625,208.029629
-29.467578,1000,208.344853
-21.785246,1000,208.644746
12.583636,1000,209.41368
155.907694,872,209.702614
-10.605683,1000,210.162921
-43.731933,1000,210.455259
0.112483,1000,210.739878
-5.872035,1000,211.030691
15.086321,1000,211.323442
13.484154,1000,211.65791
-19.288412,1000,211.967591
-38.087883,1000,212.260741
28.343014,1000,212.564834
-12.157562,1000,212.874292
236.804777,507,213.028047
18.547116,1000,213.312091
-12.697904,1000,213.610124
24.429186,1000,213.953029
4.600314,1000,214.254598
-17.36276,1000,214.673544
26.237574,1000,214.958442
-49.974917,1000,215.280499
42.653067,1000,215.5621
-23.197936,1000,215.891054
-6.651665,1000,216.306568
-37.347867,1000,216.692743
-46.103211,1000,216.985499
201.903723,688,217.180672
-21.36781,1000,217.467809
37.683495,1000,217.75288
-37.579074,1000,218.066031
22.265156,1000,218.41233
14.827386,1000,218.700349
20.942044,1000,218.987786
3.462774,1000,219.288801
13.166816,1000,219.575173
1.872736,1000,219.851846
1.363361,1000,220.135244
-0.479367,1000,220.515386
-22.270356,1000,220.828355
-28.844733,1000,221.120762
71.882224,1000,221.408805
188.330119,763,221.628081
-59.036169,1000,221.913336
9.543008,1000,222.202336
1.1843,1000,222.586434
-24.586548,1000,222.913067
-19.341846,1000,223.197932
-9.706462,1000,223.538808
162.512498,927,223.818921
-2.505559,1000,224.108975
12.865468,1000,224.386603
45.50944,1000,224.675413
26.621335,1000,224.957279
47.970991,1000,225.274097
-9.610731,1000,225.600518
29.776416,1000,225.87594
1.622674,1000,226.158786
156.237548,789,226.386324
-4.828185,1000,226.669129
16.726343,1000,226.949447
32.169829,1000,227.230919
42.103346,1000,227.536485
0.675246,1000,227.838922
-11.683004,1000,228.160306
39.629388,1000,228.548079
0.52646,1000,228.855455
-1.330834,1000,229.185803
-15.13873,1000,229.567374
11.166259,1000,229.863924
6.956528,1000,230.161849
184.504188,838,230.411629
-35.783821,1000,230.691065
3.308291,1000,231.019828
-18.159777,1000,231.362763
-4.025001,1000,231.660834
26.963887,1000,231.971556
0.936023,1000,232.262263
-45.201976,1000,232.555444
34.541588,1000,232.844715
133.966682,831,233.076335
8.34618,1000,233.356537
-6.157882,1000,233.64877
-10.617837,1000,233.963318
1.578125,1000,234.26854
169.733082,996,234.663902
-3.67366,1000,234.954393
1.657204,1000,235.272045
-11.217532,1000,235.559586
221.900017,639,235.74673
5.239945,1000,236.033342
4.649927,1000,236.316174
1.257729,1000,236.603807
205.824112,791,236.833334
256.980662,542,236.986537
-16.099538,1000,237.277501
25.77284,1000,237.572185
23.415298,1000,237.891537
-8.580443,1000,238.184498
-37.472286,1000,238.485722
221.27558,790,238.710134
6.991536,1000,238.996045
-40.673708,1000,239.289064
-37.682695,1000,239.578761
-29.915405,1000,239.861562
0.122938,1000,240.231444
-31.505205,1000,240.523868
158.87867,902,240.780721
-27.484414,1000,241.056705
-78.661933,559,241.214592
3.673498,1000,241.516785
-44.997813,1000,241.799804
15.255247,1000,242.100848
146.83451,947,242.423096
-22.930462,1000,242.720404
7.759046,1000,243.037363
-27.80809,1000,243.367538
106.535622,872,243.625933
18.159294,1000,243.953271
21.859362,1000,244.242143
-12.875125,1000,244.531007
-22.978724,1000,244.819815
162.046437,658,245.012416
-28.738409,1000,245.300609
-14.344141,1000,245.608496
-30.713058,1000,245.89914
-54.029633,1000,246.187077
-16.901086,1000,246.48181
15.781752,1000,246.771937
7.734416,1000,247.126068
8.198936,1000,247.491365
32.377843,1000,247.784821
4.88597,1000,248.065029
0.32479,1000,248.357816
-63.72891,1000,248.663073
144.935925,637,248.850472
-31.127254,1000,249.137535
175.887891,762,249.35273
-16.560659,1000,249.682521
-24.917613,1000,249.977104
149.37254,536,250.127154
-24.976295,1000,250.415745
12.622699,1000,250.791545
-10.066061,1000,251.186595
2.750125,1000,251.564774
-38.89084,1000,251.851824
11.583472,1000,252.14898
-30.957537,1000,252.470111
-55.467503,1000,252.771825
13.589446,1000,253.071218
-0.81024,1000,253.388951
-18.764784,1000,253.689251
-8.288542,1000,254.032508
-17.536865,1000,254.330061
11.942413,1000,254.628194
0.580647,1000,254.915129
-24.998265,1000,255.199154
-21.689151,1000,255.497815
-45.081103,1000,255.801942
23.165021,1000,256.094934
-18.208981,1000,256.392091
3.144326,1000,256.697976
37.447662,1000,257.025684
138.971351,866,257.29209
-8.65835,1000,257.589977
14.019826,1000,257.87575
26.563648,1000,258.162143
-2.963408,1000,258.466168
-23.918905,1000,258.752206
-38.08491,1000,259.033353
-1.123904,1000,259.336391
-11.660636,1000,259.655291
15.913867,1000,259.955982
-35.72606,1000,260.401274
-12.135064,1000,260.77455
25.363195,1000,261.089859
11.339152,1000,261.39394
-30.188249,1000,261.691844
-12.017743,1000,261.988189
204.646422,624,262.179377
-60.419327,1000,262.49456
-19.848185,1000,262.776225
6.737734,1000,263.066079
-65.163921,1000,263.379051
15.536688,1000,263.672638
-13.876314,1000,263.985248
-35.419002,1000,264.341371
4.594867,1000,264.673558
-39.881458,1000,264.970609
-9.859442,1000,265.260076
-60.389928,1000,265.547425
-21.765506,1000,265.833495
14.736539,1000,266.113671
36.677492,1000,266.448363
-11.451468,1000,266.734859
-1.55718,1000,267.015406
-62.116465,295,267.097024
-13.907513,1000,267.373933
-10.452881,1000,267.655921
-25.415903,1000,267.97409
103.375561,952,268.247811
-32.528406,1000,268.535709
9.801625,1000,268.825494
-11.666572,1000,269.161567
-37.173136,1000,269.523097
-36.135331,1000,269.81135
-17.823312,1000,270.10293
4.293371,1000,270.479337
195.396153,484,270.61219
-36.014002,1000,270.883299
-5.652141,1000,271.168361
-54.760589,1000,271.441356
151.256979,699,271.63409
18.789168,1000,271.905833
-41.000955,1000,272.214245
-3.04148,1000,272.553324
13.220804,1000,272.830974
25.404247,1000,273.187645
3.068609,1000,273.473016
39.439283,1000,273.756913
9.631139,1000,274.037001
-9.311611,1000,274.32246
-55.548427,1000,274.663764
19.860703,1000,275.001901
16.286073,1000,275.28175
20.812798,1000,275.569848
-60.278752,1000,275.861458
-43.891919,1000,276.20168
23.818736,1000,276.561508
6.905159,1000,276.860297
-21.767916,1000,277.148041
-1.660097,1000,277.432948
5.994407,1000,277.715489
-37.291435,1000,277.995629
196.484398,703,278.202423
15.817763,1000,278.499061
-49.468622,1000,278.786646
-4.973508,1000,279.07096
-16.574384,1000,279.351855
3.519282,1000,279.647963
-9.17891,1000,279.959062
0.813862,1000,280.328102
-7.718175,1000,280.624908
-42.155779,1000,280.927101
-26.718114,1000,281.206812
4.176877,1000,281.518189
-39.210539,1000,281.809068
-20.666303,1000,282.129904
15.652654,1000,282.487139
-36.316435,1000,282.785072
1.118654,1000,283.106371
-33.945413,1000,283.464287
-7.337662,1000,283.743915
-11.159839,1000,284.07515
24.226271,1000,284.434934
12.15953,1000,284.732224
-39.945128,1000,285.065664
14.373042,1000,285.423315
-7.944106,1000,285.709264
0.490669,1000,286.062081
30.912191,1000,286.344589
-27.136075,1000,286.691307
-11.765842,1000,286.973018
-17.100666,1000,287.250351
11.343529,1000,287.547594
-47.316195,1000,287.87453
0.148738,1000,288.23155
-28.066284,1000,288.521742
0.412926,1000,288.806016
-22.391798,1000,289.171487
-40.515991,1000,289.543992
-23.358028,1000,289.829078
-10.387471,1000,290.107706
-45.412,1000,290.389532
18.789259,1000,290.692002
-4.930228,1000,290.985678
-23.520014,1000,291.288403
-4.040676,1000,291.592
29.951755,1000,291.887234
-47.025103,1000,292.172612
-4.618425,1000,292.478359
-25.443839,1000,292.766421
-47.093639,1000,293.080921
-13.826114,1000,293.469155
-9.207679,1000,293.790243
-3.844402,1000,294.108471
-46.782054,1000,294.394258
-9.003051,1000,294.686118
-27.378575,1000,295.012764
16.755441,1000,295.329272
11.540236,1000,295.629496
-8.554383,1000,295.91977
-33.355781,1000,296.194687
6.475784,1000,296.566973
11.182124,1000,296.858341
